"Date";"Open";"High";"Low";"Close";"Currency"
"2020-08-07";1.1879;1.1885;1.1756;1.1787;"USD"
"2020-08-06";1.1865;1.1912;1.1819;1.1878;"USD"
"2020-08-05";1.1802;1.1905;1.1792;1.1864;"USD"
"2020-08-04";1.1764;1.1805;1.1723;1.1804;"USD"
"2020-08-03";1.1779;1.1798;1.1699;1.1764;"USD"
"2020-07-31";1.1849;1.1907;1.1764;1.1781;"USD"
"2020-07-30";1.1793;1.1849;1.1731;1.1847;"USD"
"2020-07-29";1.1719;1.1805;1.1715;1.1791;"USD"
"2020-07-28";1.1751;1.1775;1.17;1.1716;"USD"
"2020-07-27";1.1657;1.1782;1.1638;1.1752;"USD"
"2020-07-24";1.1597;1.1659;1.1582;1.1656;"USD"
"2020-07-23";1.1569;1.1627;1.1542;1.1598;"USD"
"2020-07-22";1.1527;1.1602;1.1507;1.1571;"USD"
"2020-07-21";1.1449;1.1542;1.1423;1.1528;"USD"
"2020-07-20";1.1429;1.1468;1.1403;1.1447;"USD"
"2020-07-17";1.1383;1.1445;1.1378;1.1428;"USD"
"2020-07-16";1.141;1.1442;1.137;1.1385;"USD"
"2020-07-15";1.14;1.1453;1.1392;1.1412;"USD"
"2020-07-14";1.1344;1.141;1.1325;1.1401;"USD"
"2020-07-13";1.13;1.1377;1.13;1.1345;"USD"
"2020-07-10";1.1284;1.1326;1.1256;1.13;"USD"
"2020-07-09";1.1332;1.1372;1.128;1.1285;"USD"
"2020-07-08";1.1274;1.135;1.1263;1.1329;"USD"
"2020-07-07";1.1308;1.1334;1.126;1.1275;"USD"
"2020-07-06";1.1249;1.1346;1.124;1.1309;"USD"
"2020-07-03";1.124;1.1255;1.122;1.1248;"USD"
"2020-07-02";1.1251;1.1302;1.1223;1.124;"USD"
"2020-07-01";1.1235;1.1277;1.1185;1.1253;"USD"
"2020-06-30";1.1241;1.1262;1.1192;1.1236;"USD"
"2020-06-29";1.122;1.1289;1.1208;1.1243;"USD"
"2020-06-26";1.122;1.124;1.1197;1.122;"USD"
"2020-06-25";1.1251;1.126;1.1191;1.1219;"USD"
"2020-06-24";1.1307;1.1327;1.1248;1.1252;"USD"
"2020-06-23";1.126;1.1349;1.1234;1.1308;"USD"
"2020-06-22";1.1179;1.1271;1.1168;1.1262;"USD"
"2020-06-19";1.1205;1.1256;1.117;1.1179;"USD"
"2020-06-18";1.1244;1.1262;1.1186;1.1203;"USD"
"2020-06-17";1.1262;1.1296;1.1208;1.1243;"USD"
"2020-06-16";1.1323;1.1354;1.1228;1.1264;"USD"
"2020-06-15";1.1257;1.1334;1.1226;1.1324;"USD"
"2020-06-12";1.1298;1.1341;1.1214;1.1257;"USD"
"2020-06-11";1.138;1.1402;1.1288;1.1299;"USD"
"2020-06-10";1.1341;1.1423;1.1332;1.1379;"USD"
"2020-06-09";1.1294;1.1365;1.1241;1.1339;"USD"
"2020-06-08";1.1286;1.1321;1.1268;1.1296;"USD"
"2020-06-05";1.1337;1.1384;1.1279;1.1289;"USD"
"2020-06-04";1.1233;1.1362;1.1195;1.1336;"USD"
"2020-06-03";1.1172;1.1258;1.1166;1.1235;"USD"
"2020-06-02";1.1137;1.1197;1.1116;1.1168;"USD"
"2020-06-01";1.1099;1.1155;1.1099;1.1135;"USD"
"2020-05-29";1.1077;1.1146;1.1068;1.1103;"USD"
"2020-05-28";1.101;1.1095;1.0992;1.1078;"USD"
"2020-05-27";1.0981;1.1031;1.0935;1.1009;"USD"
"2020-05-26";1.0899;1.0998;1.0891;1.0983;"USD"
"2020-05-25";1.0897;1.0916;1.0871;1.0898;"USD"
"2020-05-22";1.095;1.0959;1.0885;1.0898;"USD"
"2020-05-21";1.098;1.101;1.0938;1.0952;"USD"
"2020-05-20";1.0922;1.0999;1.0918;1.0979;"USD"
"2020-05-19";1.0916;1.0978;1.0902;1.0923;"USD"
"2020-05-18";1.0817;1.0928;1.0799;1.0915;"USD"
"2020-05-15";1.0805;1.085;1.079;1.0818;"USD"
"2020-05-14";1.0819;1.0825;1.0776;1.0807;"USD"
"2020-05-13";1.0848;1.0897;1.0812;1.0817;"USD"
"2020-05-12";1.0807;1.0884;1.0784;1.085;"USD"
"2020-05-11";1.0971;1.0971;1.08;1.0809;"USD"
"2020-05-08";1.0833;1.0876;1.0816;1.0837;"USD"
"2020-05-07";1.0796;1.0836;1.0767;1.0835;"USD"
"2020-05-06";1.0838;1.0848;1.0782;1.0795;"USD"
"2020-05-05";1.0906;1.0926;1.0825;1.0837;"USD"
"2020-05-04";1.1094;1.1094;1.0896;1.0904;"USD"
"2020-05-01";1.0953;1.1017;1.0935;1.098;"USD"
"2020-04-30";1.0876;1.0973;1.0835;1.0954;"USD"
"2020-04-29";1.0819;1.0886;1.0817;1.0874;"USD"
"2020-04-28";1.0829;1.089;1.081;1.082;"USD"
"2020-04-27";1.082;1.0861;1.0812;1.083;"USD"
"2020-04-24";1.0777;1.083;1.0728;1.0822;"USD"
"2020-04-23";1.0822;1.0848;1.0756;1.0778;"USD"
"2020-04-22";1.0857;1.0885;1.0803;1.0824;"USD"
"2020-04-21";1.0862;1.0881;1.0817;1.0859;"USD"
"2020-04-20";1.0878;1.0897;1.0841;1.0863;"USD"
"2020-04-17";1.0839;1.0893;1.0812;1.0876;"USD"
"2020-04-16";1.0911;1.0913;1.0817;1.0838;"USD"
"2020-04-15";1.0982;1.0993;1.0857;1.0913;"USD"
"2020-04-14";1.091;1.0987;1.0899;1.098;"USD"
"2020-04-13";1.0937;1.0969;1.0893;1.0911;"USD"
"2020-04-10";1.0932;1.0954;1.0919;1.0936;"USD"
"2020-04-09";1.0859;1.0953;1.0841;1.0931;"USD"
"2020-04-08";1.0891;1.0903;1.0831;1.0857;"USD"
"2020-04-07";1.0794;1.0926;1.0784;1.0892;"USD"
"2020-04-06";1.081;1.0836;1.0769;1.0793;"USD"
"2020-04-03";1.0858;1.0865;1.0774;1.0799;"USD"
"2020-04-02";1.0964;1.0971;1.082;1.0857;"USD"
"2020-04-01";1.1035;1.104;1.0902;1.0963;"USD"
"2020-03-31";1.1045;1.1054;1.0928;1.1034;"USD"
"2020-03-30";1.1168;1.1168;1.1011;1.1046;"USD"
"2020-03-27";1.1033;1.1148;1.0956;1.1139;"USD"
"2020-03-26";1.0882;1.1059;1.087;1.1035;"USD"
"2020-03-25";1.079;1.0896;1.076;1.0883;"USD"
"2020-03-24";1.0724;1.0889;1.0723;1.0788;"USD"
"2020-03-23";1.0763;1.0826;1.0635;1.0728;"USD"
"2020-03-20";1.0691;1.0832;1.0637;1.0696;"USD"
"2020-03-19";1.0914;1.098;1.0655;1.0693;"USD"
"2020-03-18";1.0999;1.1046;1.0802;1.0916;"USD"
"2020-03-17";1.1183;1.1189;1.0957;1.0998;"USD"
"2020-03-16";1.1144;1.1238;1.1064;1.1181;"USD"
"2020-03-13";1.1186;1.1221;1.1056;1.1103;"USD"
"2020-03-12";1.1272;1.1335;1.1056;1.1184;"USD"
"2020-03-11";1.1281;1.1366;1.1258;1.1271;"USD"
"2020-03-10";1.1443;1.1459;1.1276;1.1282;"USD"
"2020-03-09";1.1286;1.1486;1.1286;1.144;"USD"
"2020-03-06";1.1237;1.1356;1.1214;1.1285;"USD"
"2020-03-05";1.1137;1.1245;1.112;1.1236;"USD"
"2020-03-04";1.1173;1.1187;1.1096;1.1136;"USD"
"2020-03-03";1.1135;1.1213;1.1097;1.1172;"USD"
"2020-03-02";1.1027;1.1184;1.1027;1.1134;"USD"
"2020-02-28";1.1;1.1054;1.0952;1.1026;"USD"
"2020-02-27";1.0879;1.1006;1.0876;1.1001;"USD"
"2020-02-26";1.088;1.091;1.0855;1.0881;"USD"
"2020-02-25";1.0855;1.0891;1.0831;1.0881;"USD"
"2020-02-24";1.0845;1.0874;1.0808;1.0856;"USD"
"2020-02-21";1.0785;1.0864;1.0783;1.0846;"USD"
"2020-02-20";1.0808;1.0821;1.0778;1.0784;"USD"
"2020-02-19";1.0793;1.0815;1.0782;1.0805;"USD"
"2020-02-18";1.0837;1.084;1.0787;1.0794;"USD"
"2020-02-17";1.0833;1.0853;1.0829;1.0836;"USD"
"2020-02-14";1.0843;1.0862;1.0829;1.0831;"USD"
"2020-02-13";1.0876;1.0891;1.0835;1.0842;"USD"
"2020-02-12";1.0917;1.0926;1.0865;1.0875;"USD"
"2020-02-11";1.0913;1.0925;1.0893;1.0917;"USD"
"2020-02-10";1.0945;1.0959;1.0909;1.0911;"USD"
"2020-02-07";1.0981;1.0986;1.0942;1.0947;"USD"
"2020-02-06";1.0998;1.1015;1.0964;1.0982;"USD"
"2020-02-05";1.1045;1.1049;1.0994;1.0999;"USD"
"2020-02-04";1.106;1.1065;1.1033;1.1043;"USD"
"2020-02-03";1.1095;1.1097;1.1037;1.1062;"USD"
"2020-01-31";1.1032;1.1097;1.1018;1.1097;"USD"
"2020-01-30";1.1011;1.104;1.1003;1.1033;"USD"
"2020-01-29";1.1023;1.1029;1.0993;1.1012;"USD"
"2020-01-28";1.1018;1.1026;1.0998;1.1021;"USD"
"2020-01-27";1.1027;1.1038;1.101;1.102;"USD"
"2020-01-24";1.1056;1.1062;1.102;1.1025;"USD"
"2020-01-23";1.1093;1.1108;1.1037;1.1055;"USD"
"2020-01-22";1.1082;1.1099;1.1071;1.1095;"USD"
"2020-01-21";1.1095;1.1119;1.108;1.1083;"USD"
"2020-01-20";1.1091;1.1103;1.1077;1.1096;"USD"
"2020-01-17";1.1137;1.1144;1.1086;1.1093;"USD"
"2020-01-16";1.115;1.1174;1.1128;1.1136;"USD"
"2020-01-15";1.1127;1.1164;1.1119;1.1151;"USD"
"2020-01-14";1.1135;1.1145;1.1104;1.1128;"USD"
"2020-01-13";1.1122;1.1147;1.1113;1.1134;"USD"
"2020-01-10";1.1106;1.1131;1.1085;1.1121;"USD"
"2020-01-09";1.1104;1.1121;1.1094;1.1105;"USD"
"2020-01-08";1.1155;1.117;1.1102;1.1106;"USD"
"2020-01-07";1.1198;1.1199;1.1134;1.1153;"USD"
"2020-01-06";1.116;1.1207;1.1158;1.1197;"USD"
"2020-01-03";1.1173;1.1181;1.1124;1.1159;"USD"
"2020-01-02";1.1261;1.1261;1.1163;1.1172;"USD"
"2020-01-01";1.1214;1.1277;1.1158;1.1264;"USD"
"2019-12-31";1.12;1.124;1.1198;1.1215;"USD"
"2019-12-30";1.1178;1.1221;1.1173;1.1201;"USD"
"2019-12-27";1.1099;1.1189;1.1096;1.1176;"USD"
"2019-12-26";1.1092;1.1249;1.1081;1.1099;"USD"
"2019-12-25";1.1091;1.1316;1.1075;1.1092;"USD"
"2019-12-24";1.1091;1.1096;1.107;1.109;"USD"
"2019-12-23";1.1079;1.1098;1.107;1.109;"USD"
"2019-12-20";1.112;1.1126;1.1066;1.1078;"USD"
"2019-12-19";1.1113;1.1145;1.1108;1.1121;"USD"
"2019-12-18";1.115;1.1156;1.1111;1.1114;"USD"
"2019-12-17";1.1159;1.1176;1.113;1.1153;"USD"
"2019-12-16";1.1121;1.1159;1.1121;1.1145;"USD"
"2019-12-13";1.113;1.12;1.1112;1.112;"USD"
"2019-12-12";1.1131;1.1155;1.1103;1.1132;"USD"
"2019-12-11";1.1093;1.1146;1.1071;1.1132;"USD"
"2019-12-10";1.1065;1.1099;1.1062;1.1094;"USD"
"2019-12-09";1.1059;1.1079;1.1054;1.1066;"USD"
"2019-12-06";1.1105;1.1112;1.1039;1.1061;"USD"
"2019-12-05";1.1079;1.1111;1.1078;1.1103;"USD"
"2019-12-04";1.1083;1.1115;1.1066;1.1077;"USD"
"2019-12-03";1.108;1.1095;1.1065;1.1081;"USD"
"2019-12-02";1.1018;1.1091;1.1002;1.1079;"USD"
"2019-11-29";1.1009;1.103;1.0981;1.1018;"USD"
"2019-11-28";1.0999;1.1019;1.0998;1.101;"USD"
"2019-11-27";1.1022;1.1025;1.0992;1.1;"USD"
"2019-11-26";1.1016;1.1027;1.1006;1.1021;"USD"
"2019-11-25";1.1022;1.1034;1.1004;1.1015;"USD"
"2019-11-22";1.106;1.1088;1.1015;1.102;"USD"
"2019-11-21";1.1073;1.1098;1.1054;1.1059;"USD"
"2019-11-20";1.1078;1.1082;1.1053;1.1075;"USD"
"2019-11-19";1.1074;1.1085;1.1062;1.1079;"USD"
"2019-11-18";1.1053;1.1092;1.105;1.1072;"USD"
"2019-11-15";1.1022;1.1058;1.1015;1.1053;"USD"
"2019-11-14";1.1007;1.1029;1.099;1.102;"USD"
"2019-11-13";1.1011;1.1021;1.0996;1.1009;"USD"
"2019-11-12";1.1033;1.1039;1.1002;1.101;"USD"
"2019-11-11";1.1022;1.1044;1.1017;1.1035;"USD"
"2019-11-08";1.1052;1.1057;1.1017;1.1018;"USD"
"2019-11-07";1.1067;1.1092;1.1037;1.1051;"USD"
"2019-11-06";1.1075;1.1094;1.1064;1.1065;"USD"
"2019-11-05";1.113;1.114;1.1063;1.1076;"USD"
"2019-11-04";1.1167;1.1177;1.1124;1.1128;"USD"
"2019-11-01";1.1153;1.1174;1.1128;1.1166;"USD"
"2019-10-31";1.1152;1.1176;1.1132;1.1154;"USD"
"2019-10-30";1.1114;1.1153;1.108;1.1151;"USD"
"2019-10-29";1.1099;1.1119;1.1074;1.1112;"USD"
"2019-10-28";1.108;1.1107;1.107;1.1101;"USD"
"2019-10-25";1.1105;1.1124;1.1073;1.1079;"USD"
"2019-10-24";1.113;1.1163;1.1093;1.1103;"USD"
"2019-10-23";1.1126;1.114;1.1106;1.1131;"USD"
"2019-10-22";1.1151;1.1159;1.1119;1.1124;"USD"
"2019-10-21";1.1184;1.1184;1.1139;1.115;"USD"
"2019-10-18";1.1125;1.1173;1.1115;1.117;"USD"
"2019-10-17";1.1074;1.114;1.1065;1.1123;"USD"
"2019-10-16";1.1034;1.1086;1.1022;1.1073;"USD"
"2019-10-15";1.1025;1.1046;1.0992;1.1032;"USD"
"2019-10-14";1.1037;1.1043;1.1014;1.1024;"USD"
"2019-10-11";1.1005;1.1062;1.1001;1.1038;"USD"
"2019-10-10";1.097;1.1035;1.097;1.1004;"USD"
"2019-10-09";1.0957;1.0991;1.0951;1.0971;"USD"
"2019-10-08";1.0972;1.0997;1.0941;1.0958;"USD"
"2019-10-07";1.0978;1.1;1.0961;1.0973;"USD"
"2019-10-04";1.0965;1.0998;1.0958;1.0979;"USD"
"2019-10-03";1.0959;1.0999;1.094;1.0964;"USD"
"2019-10-02";1.0932;1.0965;1.0904;1.0958;"USD"
"2019-10-01";1.0898;1.0943;1.0879;1.0933;"USD"
"2019-09-30";1.0939;1.0949;1.0886;1.09;"USD"
"2019-09-27";1.0919;1.0958;1.0905;1.0941;"USD"
"2019-09-26";1.0942;1.0967;1.091;1.0921;"USD"
"2019-09-25";1.1019;1.1024;1.0938;1.0943;"USD"
"2019-09-24";1.0994;1.1025;1.0983;1.102;"USD"
"2019-09-23";1.1018;1.1026;1.0966;1.0995;"USD"
"2019-09-20";1.1041;1.1068;1.0998;1.1018;"USD"
"2019-09-19";1.1023;1.1075;1.1022;1.104;"USD"
"2019-09-18";1.1073;1.1077;1.1015;1.1031;"USD"
"2019-09-17";1.1;1.1077;1.0991;1.1074;"USD"
"2019-09-16";1.1157;1.1157;1.0994;1.1003;"USD"
"2019-09-13";1.1065;1.1111;1.1056;1.1074;"USD"
"2019-09-12";1.1012;1.1087;1.0928;1.1062;"USD"
"2019-09-11";1.1042;1.1057;1.0985;1.101;"USD"
"2019-09-10";1.1049;1.106;1.1031;1.1044;"USD"
"2019-09-09";1.1133;1.1133;1.1016;1.1047;"USD"
"2019-09-06";1.1037;1.1058;1.102;1.1031;"USD"
"2019-09-05";1.1036;1.1085;1.1018;1.1036;"USD"
"2019-09-04";1.0976;1.1039;1.0969;1.1037;"USD"
"2019-09-03";1.0969;1.0979;1.0926;1.0975;"USD"
"2019-09-02";1.1011;1.1011;1.0958;1.0971;"USD"
"2019-08-30";1.102;1.1062;1.0962;1.0991;"USD"
"2019-08-29";1.1077;1.1094;1.1042;1.1058;"USD"
"2019-08-28";1.1092;1.1099;1.1074;1.1078;"USD"
"2019-08-27";1.1103;1.1117;1.1086;1.1091;"USD"
"2019-08-26";1.124;1.124;1.1095;1.11;"USD"
"2019-08-23";1.108;1.1155;1.1052;1.1144;"USD"
"2019-08-22";1.1084;1.1114;1.1063;1.1081;"USD"
"2019-08-21";1.1099;1.1108;1.108;1.1086;"USD"
"2019-08-20";1.1079;1.1108;1.1066;1.1097;"USD"
"2019-08-19";1.1095;1.1112;1.1077;1.108;"USD"
"2019-08-16";1.1108;1.1115;1.1066;1.1091;"USD"
"2019-08-15";1.114;1.1159;1.1092;1.1107;"USD"
"2019-08-14";1.1173;1.1192;1.1131;1.1139;"USD"
"2019-08-13";1.1214;1.1229;1.1171;1.1172;"USD"
"2019-08-12";1.1312;1.1312;1.1162;1.1216;"USD"
"2019-08-09";1.118;1.1223;1.1179;1.12;"USD"
"2019-08-08";1.12;1.1234;1.1178;1.1179;"USD"
"2019-08-07";1.12;1.1242;1.1179;1.12;"USD"
"2019-08-06";1.1202;1.1251;1.1172;1.1201;"USD"
"2019-08-05";1.113;1.1214;1.1103;1.1203;"USD"
"2019-08-02";1.1085;1.1118;1.1071;1.1108;"USD"
"2019-08-01";1.1076;1.1097;1.1027;1.1084;"USD"
"2019-07-31";1.1157;1.1163;1.1061;1.1078;"USD"
"2019-07-30";1.1145;1.1161;1.1133;1.1158;"USD"
"2019-07-29";1.1147;1.1153;1.1114;1.1144;"USD"
"2019-07-26";1.1147;1.1153;1.1113;1.1127;"USD"
"2019-07-25";1.1141;1.1188;1.1103;1.1146;"USD"
"2019-07-24";1.1154;1.1157;1.1127;1.1139;"USD"
"2019-07-23";1.1209;1.1212;1.1145;1.1153;"USD"
"2019-07-22";1.1234;1.1234;1.1206;1.1211;"USD"
"2019-07-19";1.1278;1.1283;1.1204;1.1221;"USD"
"2019-07-18";1.1223;1.128;1.1207;1.1279;"USD"
"2019-07-17";1.1211;1.1234;1.12;1.1225;"USD"
"2019-07-16";1.1258;1.1265;1.1201;1.1209;"USD"
"2019-07-15";1.1287;1.1287;1.1254;1.1259;"USD"
"2019-07-12";1.1256;1.1277;1.1239;1.1269;"USD"
"2019-07-11";1.1253;1.1286;1.1245;1.1255;"USD"
"2019-07-10";1.1207;1.1264;1.1201;1.1251;"USD"
"2019-07-09";1.1216;1.122;1.1195;1.1208;"USD"
"2019-07-08";1.1235;1.1236;1.1206;1.1215;"USD"
"2019-07-05";1.1284;1.1289;1.1207;1.1225;"USD"
"2019-07-04";1.1278;1.1297;1.1274;1.1283;"USD"
"2019-07-03";1.1285;1.1307;1.1269;1.1279;"USD"
"2019-07-02";1.1284;1.1322;1.1276;1.1287;"USD"
"2019-07-01";1.1389;1.1389;1.1281;1.1285;"USD"
"2019-06-28";1.1368;1.1395;1.1352;1.1372;"USD"
"2019-06-27";1.1372;1.1382;1.1347;1.1369;"USD"
"2019-06-26";1.1368;1.1392;1.1348;1.137;"USD"
"2019-06-25";1.1401;1.1415;1.1344;1.1367;"USD"
"2019-06-24";1.1396;1.1403;1.1367;1.1399;"USD"
"2019-06-21";1.1292;1.1379;1.1282;1.1369;"USD"
"2019-06-20";1.1226;1.1318;1.1225;1.1293;"USD"
"2019-06-19";1.1195;1.1255;1.1186;1.1225;"USD"
"2019-06-18";1.122;1.1244;1.1181;1.1194;"USD"
"2019-06-17";1.1238;1.1246;1.1203;1.1218;"USD"
"2019-06-14";1.1277;1.1291;1.1202;1.1211;"USD"
"2019-06-13";1.1286;1.1304;1.1269;1.1276;"USD"
"2019-06-12";1.1333;1.1344;1.1283;1.1288;"USD"
"2019-06-11";1.1314;1.1339;1.1302;1.1327;"USD"
"2019-06-10";1.1341;1.1341;1.1292;1.1312;"USD"
"2019-06-07";1.1276;1.1348;1.1252;1.1335;"USD"
"2019-06-06";1.1222;1.1309;1.1201;1.1277;"USD"
"2019-06-05";1.1253;1.1305;1.122;1.122;"USD"
"2019-06-04";1.124;1.1279;1.1227;1.1254;"USD"
"2019-06-03";1.1165;1.1263;1.116;1.1242;"USD"
"2019-05-31";1.1128;1.1182;1.1125;1.1171;"USD"
"2019-05-30";1.1133;1.1144;1.1117;1.1131;"USD"
"2019-05-29";1.1163;1.1175;1.1124;1.1132;"USD"
"2019-05-28";1.1192;1.1202;1.1159;1.1161;"USD"
"2019-05-27";1.1209;1.1218;1.1186;1.1194;"USD"
"2019-05-24";1.1181;1.1214;1.1178;1.1207;"USD"
"2019-05-23";1.1152;1.1188;1.1108;1.118;"USD"
"2019-05-22";1.116;1.1182;1.1148;1.1153;"USD"
"2019-05-21";1.1168;1.1185;1.1141;1.1162;"USD"
"2019-05-20";1.1161;1.1177;1.1151;1.1167;"USD"
"2019-05-17";1.1177;1.1185;1.1155;1.1159;"USD"
"2019-05-16";1.1201;1.1225;1.1166;1.1179;"USD"
"2019-05-15";1.1204;1.1225;1.1179;1.1203;"USD"
"2019-05-14";1.1224;1.1245;1.1201;1.1205;"USD"
"2019-05-13";1.1237;1.1264;1.1221;1.1222;"USD"
"2019-05-10";1.1214;1.1254;1.1214;1.1235;"USD"
"2019-05-09";1.1194;1.1252;1.1175;1.1216;"USD"
"2019-05-08";1.1193;1.1215;1.1182;1.1193;"USD"
"2019-05-07";1.1199;1.1219;1.1166;1.1192;"USD"
"2019-05-06";1.1176;1.1211;1.117;1.12;"USD"
"2019-05-03";1.1179;1.1206;1.1136;1.1201;"USD"
"2019-05-02";1.1197;1.122;1.1171;1.1173;"USD"
"2019-05-01";1.1217;1.1265;1.1188;1.1195;"USD"
"2019-04-30";1.1186;1.1231;1.1176;1.1215;"USD"
"2019-04-29";1.1148;1.1188;1.1144;1.1185;"USD"
"2019-04-26";1.1132;1.1175;1.1106;1.1148;"USD"
"2019-04-25";1.1154;1.1163;1.1119;1.1134;"USD"
"2019-04-24";1.1229;1.1229;1.1141;1.1156;"USD"
"2019-04-23";1.1257;1.1262;1.1193;1.1227;"USD"
"2019-04-22";1.1243;1.1264;1.1236;1.1258;"USD"
"2019-04-19";1.1233;1.1257;1.1224;1.1243;"USD"
"2019-04-18";1.1298;1.1305;1.1226;1.1234;"USD"
"2019-04-17";1.128;1.1324;1.128;1.1296;"USD"
"2019-04-16";1.1306;1.1316;1.128;1.1282;"USD"
"2019-04-15";1.13;1.1321;1.1299;1.1303;"USD"
"2019-04-12";1.1256;1.1326;1.1253;1.13;"USD"
"2019-04-11";1.1277;1.1288;1.1249;1.1254;"USD"
"2019-04-10";1.1263;1.1291;1.1231;1.1276;"USD"
"2019-04-09";1.1262;1.1285;1.1256;1.1261;"USD"
"2019-04-08";1.1218;1.1276;1.1215;1.1264;"USD"
"2019-04-05";1.1221;1.1248;1.1211;1.1218;"USD"
"2019-04-04";1.1235;1.1249;1.1205;1.1222;"USD"
"2019-04-03";1.1206;1.1256;1.12;1.1233;"USD"
"2019-04-02";1.1214;1.1219;1.1183;1.1207;"USD"
"2019-04-01";1.1219;1.1251;1.1203;1.1216;"USD"
"2019-03-29";1.1223;1.1247;1.1209;1.1219;"USD"
"2019-03-28";1.1245;1.1262;1.1215;1.1222;"USD"
"2019-03-27";1.1267;1.1286;1.1242;1.1243;"USD"
"2019-03-26";1.1314;1.1327;1.1263;1.1266;"USD"
"2019-03-25";1.1304;1.1333;1.1289;1.1315;"USD"
"2019-03-22";1.1375;1.1392;1.1274;1.1304;"USD"
"2019-03-21";1.1414;1.1439;1.1342;1.1377;"USD"
"2019-03-20";1.1354;1.1448;1.1336;1.1415;"USD"
"2019-03-19";1.1339;1.1362;1.1334;1.1353;"USD"
"2019-03-18";1.1325;1.1361;1.1319;1.1341;"USD"
"2019-03-15";1.1304;1.1345;1.13;1.1325;"USD"
"2019-03-14";1.1329;1.1342;1.1295;1.1306;"USD"
"2019-03-13";1.1287;1.134;1.1278;1.1326;"USD"
"2019-03-12";1.1246;1.1307;1.1244;1.1288;"USD"
"2019-03-11";1.1236;1.1259;1.1222;1.1244;"USD"
"2019-03-08";1.1196;1.1246;1.1185;1.1236;"USD"
"2019-03-07";1.1307;1.1321;1.1178;1.1194;"USD"
"2019-03-06";1.1307;1.1325;1.1286;1.1308;"USD"
"2019-03-05";1.1341;1.1348;1.1289;1.1309;"USD"
"2019-03-04";1.1367;1.1377;1.1309;1.134;"USD"
"2019-03-01";1.1373;1.1408;1.1354;1.1367;"USD"
"2019-02-28";1.137;1.1421;1.136;1.1372;"USD"
"2019-02-27";1.1388;1.1404;1.1362;1.1369;"USD"
"2019-02-26";1.1357;1.1403;1.1345;1.1389;"USD"
"2019-02-25";1.1335;1.1368;1.1335;1.1359;"USD"
"2019-02-22";1.1336;1.1359;1.1317;1.1335;"USD"
"2019-02-21";1.1337;1.1367;1.1321;1.1337;"USD"
"2019-02-20";1.1342;1.1373;1.1325;1.134;"USD"
"2019-02-19";1.1309;1.1359;1.1276;1.1343;"USD"
"2019-02-18";1.1298;1.1336;1.1294;1.1312;"USD"
"2019-02-15";1.13;1.1312;1.1236;1.1298;"USD"
"2019-02-14";1.1261;1.1311;1.1249;1.1298;"USD"
"2019-02-13";1.1327;1.1343;1.126;1.1262;"USD"
"2019-02-12";1.1276;1.1341;1.1259;1.1326;"USD"
"2019-02-11";1.1325;1.1332;1.1267;1.1278;"USD"
"2019-02-08";1.134;1.1353;1.1321;1.1325;"USD"
"2019-02-07";1.1362;1.1377;1.1324;1.1341;"USD"
"2019-02-06";1.1406;1.1417;1.1361;1.1363;"USD"
"2019-02-05";1.1439;1.1453;1.1401;1.1405;"USD"
"2019-02-04";1.1459;1.1462;1.1424;1.1437;"USD"
"2019-02-01";1.1449;1.1488;1.1435;1.1459;"USD"
"2019-01-31";1.148;1.1516;1.1437;1.1448;"USD"
"2019-01-30";1.1435;1.1502;1.1406;1.1482;"USD"
"2019-01-29";1.1426;1.1451;1.1412;1.1434;"USD"
"2019-01-28";1.1413;1.1445;1.139;1.1428;"USD"
"2019-01-25";1.1307;1.1419;1.13;1.1413;"USD"
"2019-01-24";1.1381;1.1393;1.1289;1.1306;"USD"
"2019-01-23";1.136;1.1396;1.1352;1.1381;"USD"
"2019-01-22";1.1364;1.1381;1.1337;1.1361;"USD"
"2019-01-21";1.1363;1.1392;1.1358;1.1366;"USD"
"2019-01-18";1.1389;1.1412;1.1354;1.1363;"USD"
"2019-01-17";1.139;1.1406;1.1372;1.1392;"USD"
"2019-01-16";1.1412;1.1424;1.1378;1.1393;"USD"
"2019-01-15";1.147;1.1491;1.1382;1.1415;"USD"
"2019-01-14";1.1468;1.1483;1.145;1.1471;"USD"
"2019-01-11";1.1501;1.1541;1.1453;1.1468;"USD"
"2019-01-10";1.1542;1.1571;1.1486;1.15;"USD"
"2019-01-09";1.1442;1.1556;1.1437;1.1544;"USD"
"2019-01-08";1.1474;1.1485;1.1422;1.1442;"USD"
"2019-01-07";1.1398;1.1484;1.1398;1.1476;"USD"
"2019-01-04";1.1394;1.142;1.1346;1.1398;"USD"
"2019-01-03";1.1344;1.1412;1.1306;1.1395;"USD"
"2019-01-02";1.1464;1.1498;1.1325;1.1343;"USD"
"2019-01-01";1.1467;1.1585;1.1446;1.1465;"USD"
"2018-12-31";1.1442;1.1469;1.1421;1.1469;"USD"
"2018-12-28";1.143;1.1478;1.1425;1.1442;"USD"
"2018-12-27";1.1355;1.1455;1.1353;1.1433;"USD"
"2018-12-26";1.1394;1.1421;1.1343;1.1353;"USD"
"2018-12-25";1.1404;1.1424;1.1365;1.1395;"USD"
"2018-12-24";1.1369;1.144;1.1369;1.1401;"USD"
"2018-12-21";1.1445;1.1475;1.1356;1.1369;"USD"
"2018-12-20";1.1378;1.1486;1.1372;1.1447;"USD"
"2018-12-19";1.1362;1.1441;1.1361;1.1379;"USD"
